"Anonymisation","4. SexeVerifieParLeDiplome","14. AnneeDiplomeVerifieParLeDiplome","15. ActiviteActuelle","27. EmploiLieuRegionEtranger","28. EmploiLieuPaysTerritoire","30. Option_EmploiMoisOccupation","32. EmploiContrat","35. EmploiCadre","36. EmploiTempsPleinPartiel","39. EmploiEntreprise","45. EmploiEntrepriseTaille","48. EmploiEntrepriseSecteurActivite","51. EmploiEntrepriseService","53. EmploiEntreprisePoste","54. EmploiResponsabilitesHierarchiques","55. EmploiResponsabiliteBudget","56. EmploiResponsabiliteEquipe","57. EmploiResponsabiliteProjet","61. Option_EmploiInternational","62. Option_EmploiInternationalPrecision","63. EmploiSalaireBrutAnnuelHorsPrimes","64. EmploiPrimesBrutOuiNon","65. EmploiPrimesBrutOuiMontant","66. EmploiAvantagesNatureOuiNon","67. EmploiAvantagesNatureOuiMontant","69. EmploiCommentTrouve","73. Option_EmploiMoyensRechercheEmploi","76. EmploiCritereChoix","78. EmploiAdequationNiveauQualification","79. EmploiAdequationSecteurDisciplinaire","80. EmploiSatisfaction","81. EmploiSatisfactionConditions","82. EmploiSatisfactionCollegues","83. EmploiSatisfactionRemuneration","84. EmploiSatisfactionAutonomie","85. EmploiSatisfactionLocalisation","86. EmploiChercheAutreEmploi","88. VolontariatType","89. VolontariatTypeAutre","113. TheseType","125. TheseSalaireBrutAnnuelHorsPrimes","126. ThesePrimesBrutOuiNon","127. ThesePrimesBrutOuiMontant","128. TheseAvantagesNatureOuiNon","129. TheseAvantagesNatureOuiMontant","130. TheseSalaireBrutAnnuelAvecPrimes","131. 1erEmploiDecritPrecedemment","134. 1erEmploiLapsPourTrouverApresDiplomeMois","135. Option_EcoleSatisfactionFormation","136. Option_EcoleAccompagnementProjetPro","151. Option_ScolariteCesure","152. Option_ScolariteMoisStage","153. Option_ScolariteMoisStageObligatoire","166. Tableaux_Compteur","167. Tableaux_Sexe","168. Tableaux_Promo","170. Effectifs_Promo","171. Effectifs_PromoSexe","175. Tableaux_BooleenFemmes","177. LieuTravail_FranceEtranger","178. Tableaux_BooleenCDI","190. Tableaux_Booleen1erEmploiMoinsDeuxMois","243. PROGRESSION","249. AnneeEnquete","264. Option_ScolariteFiliereFormation","265. Option_ScolariteSpecialisation","Domaine d'activite a un an","Domaine d'activite a 2 ans"
"19324","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","32500","Non",NA,"Non",NA,"32500",NA,NA,"Très satisfait(e)","Utile","Non","11","10","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19076","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","17700","Non",NA,"Non",NA,"17700",NA,NA,"Satisfait(e)","Assez utile","Non","10","10","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19076","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","1561","Non",NA,"Non",NA,"1561",NA,NA,"Satisfait(e)","Assez utile","Non","10","10","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"En thèse"
"19076","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","25031","Non",NA,"Non",NA,"25031",NA,NA,"Satisfait(e)","Utile","Non","10","10","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"COF","Chimie-Santé",NA,NA
"19054","Femme",2019,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","18",NA,"1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"Erasmus (étranger)",NA,"En poursuite d'études (hors thèse)",NA
"19054","Femme",2019,"En volontariat (VIA, VIE, ...)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIE (Volontariat International en Entreprise)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Satisfait(e)","Peu utile","Non","18",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En volontariat (VIA, VIE, ...)"
"19054","Femme",2019,"En volontariat (VIA, VIE, ...)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIE (Volontariat International en Entreprise)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)",NA,"Non",NA,NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19046","Femme",2019,"En activité professionnelle","Étranger","Suisse",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Ichnos Sciences","De 50 à 249 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Research Officer in Cell Sciences","Non","Non","Non","Oui","Non",NA,73000,"Oui","2000","Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...);Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Ni satisfait ni insatisfait","Très satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Oui","11","0","1","Femme","2019","133","93","100","Étranger",NA,"100","Terminé",2020,"CBS","Chimie-Santé","En activité professionnelle",NA
"19046","Femme",2019,"En activité professionnelle","Étranger","Suisse",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Ichnos Sciences","De 50 à 249 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Research Officer","Non","Non","Non","Oui","Non",NA,69322,"Oui","2740","Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...);Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Satisfait","Très satisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Peu utile","Oui","24","12","1","Femme","2019","143","100","100","Étranger",NA,"100","Terminé",2021,"CBS","Chimie-Santé",NA,"En activité professionnelle"
"19046","Femme",2019,"En activité professionnelle","Étranger","Suisse","27","Autre",NA,"À temps plein","Ichnos Sciences SA","De 20 à 49 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Senior Officer","Non","Non","Non","Oui","Non",NA,86000,"Oui","2000","Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Satisfait","Très satisfait","Satisfait","Satisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Utile","Oui","24","12","1","Femme","2019","143","100","100","Étranger",NA,"100","Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19088","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21223","Non",NA,"Non",NA,"21223",NA,NA,"Satisfait(e)","Assez utile","Oui","25","14","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"CBD2","Chimie-Matériaux-Environnement","En thèse",NA
"19088","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21222","Non",NA,"Non",NA,"21222",NA,NA,"Satisfait(e)","Assez utile","Oui","24","13","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"CBD2","Chimie-Matériaux-Environnement",NA,"En thèse"
"19032","Femme",2019,"En activité professionnelle","Normandie","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Alispharm","De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Qualité, hygiène, sécurité, environnement, normalisation, certification","Consultant","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",31000,"Oui",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Peu utile","Non","14","11","1","Femme","2019","133","93","100","France","100","100","Terminé",2020,"DGE","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"19032","Femme",2019,"En activité professionnelle","Normandie","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Alispharm","De 250 à 4 999 salarié(e)s","Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Leader études laboratoire","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",31930,"Oui","12000",NA,NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","2","Satisfait(e)","Assez utile","Non","14","12","1","Femme","2019","143","100","100","France","100","0","Terminé",2021,"DGE","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"19032","Femme",2019,"En activité professionnelle","Normandie","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Alispharm","De 250 à 4 999 salarié(e)s","Société de conseil ou d'ingénierie - Bureaux d'études indépendants","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Leader études laboratoires","Non","Non","Oui","Oui","Oui","Vous traitez des projets avec un pays étranger",32888,"Oui",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","3","Très satisfait(e)","Très utile","Non","13","12","1","Femme","2019","143","100","100","France","100","0","Terminé",2022,"DGE","Chimie-Matériaux-Environnement",NA,NA
"19325","Femme",2019,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Satisfait(e)","Peu utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"CBD2","Chimie-Matériaux-Environnement",NA,"En poursuite d'études (hors thèse)"
"19325","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","8","CDI","Oui","À temps plein","Saint-Gobain Placoplatre","De 250 à 4 999 salarié(e)s","Fabrication de produits en caoutchouc et en plastique, autres produits minéraux non métalliques","Développement durable, RSE (Responsabilité Sociétale des Entreprises)","Chargée Analyse Cycle de Vie","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",39000,"Oui","2500","Non",NA,"Autre","Stage de fin d'études (Année césure, année professionnalisante,...);Site Internet spécialisé dans l'emploi;Candidature spontanée;Autre","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE)","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Peu utile","Non","12","12","1","Femme","2019","143","100","100","France","100","100","Terminé",2022,"CBD2","Chimie-Matériaux-Environnement",NA,NA
"19084","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","23878","Non",NA,"Non",NA,"23878",NA,NA,"Très satisfait(e)","Très utile","Non","12","11","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"CBS","Chimie-Santé","En thèse",NA
"19084","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","16800","Oui","2400","Non",NA,"19200",NA,NA,"Très satisfait(e)","Très utile","Non","13","11","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"CBS","Chimie-Santé",NA,"En thèse"
"19084","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","18797","Non",NA,"Non",NA,"18797",NA,NA,"Satisfait(e)","Utile","Non","13","8","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19098","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse Cifre",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Non",NA,NA,"1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En thèse",NA
"19098","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre",NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non",NA,NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En thèse"
"19098","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre",NA,"Non",NA,"Non",NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","21",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19034","Femme",2019,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Objectif coiffure","De 250 à 4 999 salarié(e)s","Autre","Marketing","Chef de produit développement","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",27456,"Oui","1500","Oui",NA,"Site Internet spécialisé dans l'emploi","Réseau des anciens élèves;Stage de fin d'études (Année césure, année professionnalisante,...);Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Non","Oui",NA,"Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Très satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Peu utile","Non","14","14","1","Femme","2019","133","93","100","France","100","100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
"19034","Femme",2019,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,"CDI","Non","À temps plein","OBJECTIF COIFFURE","De 250 à 4 999 salarié(e)s","Commerce","Marketing","Chef de produit développement","Oui","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",28800,"Oui","1500","Oui","100","Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le montant du salaire proposé","Non","Oui",NA,"Satisfait","Satisfait","Insatisfait","Satisfait","Satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0",NA,"Peu utile","Non","13","13","1","Femme","2019","143","100","100","France","100","100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19034","Femme",2019,"En activité professionnelle","Occitanie","France (y compris DOM-COM)","29","CDI","Non","À temps plein","CSP Groupe","De 250 à 4 999 salarié(e)s","Commerce","Marketing","Chef de produit développement","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export",30800,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Non","Non",NA,"Satisfait","Très satisfait","Insatisfait","Ni satisfait ni insatisfait","Satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Utile","Non","7","4","1","Femme","2019","143","100","100","France","100","100","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19077","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","46241","Non",NA,"Non",NA,"46241",NA,NA,"Très satisfait(e)","Très utile","Oui","19","10","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19077","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","44405","Non",NA,"Non",NA,"44405",NA,NA,"Très satisfait(e)","Très utile","Oui","23","12","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"En thèse"
"19077","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","48612","Non",NA,"Non",NA,"48612",NA,NA,"Très satisfait(e)","Très utile","Oui","23","12","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"COF","Chimie-Santé",NA,NA
"19079","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","24000","Non",NA,"Non",NA,"24000",NA,NA,"Très satisfait(e)","Très utile","Oui","24","12","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19079","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","28800","Non",NA,"Non",NA,"28800",NA,NA,"Très satisfait(e)","Très utile","Oui","24","11","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"En thèse"
"19079","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","28000","Non",NA,"Non",NA,"28000",NA,NA,"Très satisfait(e)","Utile","Oui","24","11","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"COF","Chimie-Santé",NA,NA
"19016","Femme",2019,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Laboratoire Aguettant","De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Qualité, hygiène, sécurité, environnement, normalisation, certification","Chef de projets qualification validation","Non","Non","Non","Oui","Non",NA,36000,"Oui","6000","Oui","800","Sites Internet d'entreprises","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui","Très satisfait(e)","Satisfait","Satisfait","Très satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Très utile","Oui","23","12","1","Femme","2019","133","93","100","France","0","100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
"19016","Femme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Unither Pharmaceuticals","De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Chef de projet développement","Non","Oui","Non","Oui","Non",NA,39000,"Oui","6000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Satisfait","Satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","1","Très satisfait(e)","Assez utile","Oui","24","12","1","Femme","2019","143","100","100","France","100","100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19016","Femme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)","16","CDI","Oui","À temps plein",NA,"De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Cheffe de projets développement","Non","Oui","Oui","Oui","Oui","Vous traitez des projets avec un pays étranger",39000,"Oui","2000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé","Oui","Oui","Satisfait(e)","Satisfait","Très satisfait","Satisfait","Ni satisfait ni insatisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","1","Très satisfait(e)","Utile","Oui","22","11","1","Femme","2019","143","100","100","France","100","100","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19004","Homme",2019,"En activité professionnelle","Nouvelle-Aquitaine","France (y compris DOM-COM)",NA,"CDI","Non","À temps plein","MESNIER","Moins de 10 salarié(e)s","Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Autre","Chargé d'affaire","Non","Non","Non","Non","Non",NA,30000,"Non",NA,"Non",NA,"Candidature spontanée","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Non","Oui","Satisfait(e)","Satisfait","Ni satisfait ni insatisfait","Satisfait","Très satisfait","Très insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","2","Ni satisfait(e) ni insatisfait(e)","Assez utile","Non","13","12","1","Homme","2019","133","40","0","France","100","0","Terminé",2020,"DGE","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"19029","Femme",2019,"En activité professionnelle","Étranger","Pays-Bas",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Expiris (manpower) pour DSM","5 000 salarié(e)s ou plus","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Associate Scientist","Non","Non","Non","Non","Oui","Vous êtes en poste à l'étranger",43600,"Non",NA,"Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Très insatisfait(e)","Très satisfait","Très satisfait","Très satisfait","Très satisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Assez utile","Non","10","10","1","Femme","2019","133","93","100","Étranger",NA,"100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
